game_id,line_item_index,name,quantity,quantity_missing,t_hat,price_low,price_high,sigma,coverage_probability,channels,memory_backed,model_backed,rule,charge_decided,limit_decided,charge_settled,limit_lower_bracket,limit_upper_bracket,t_lo,t_hi,t_bounded,t_point,penalty_on_this_item,stage,why,strategy1_charge,strategy1_limit,strategy2_charge,strategy2_limit,strategy3_charge,strategy3_limit,charge_over_t_lo,limit_over_t_lo,t_hat_over_t_point,decision_log_partial
27,2,Material costs (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.0,B:memory|C:model,True,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,0.01,True,0.005,0.0,ok,Nothing obviously wrong with this item.,150.0,0.33,39.62,0.0,150.0,1.67,,,0.0,False
27,3,Compensation for robbery damage (1 pcs),1.0,False,3794.7331922020508,513.7582865944561,28028.744987167192,1.21557233250365,0.975,C:model,False,True,priced,1149.78,1138.42,4348.44,720.0,2755.38,3000.0,3022.15,True,3011.075,8633.07,charge-above-t,"Charged 4348 against t < 3022, so every opponent owed us nothing.",2030.0,35.0,1149.78,1138.42,21000.0,35.0,1.44948,0.379473,1.260259,False
27,4,Shipping (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.0,C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,7.0,True,3.5,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,39.62,0.0,150.0,0.0,,,0.0,False
28,1,Electrician labour checking and rewiring the flooded (12 hrs),12.0,False,1018.2337649086287,725.5030263193353,1429.0774295731824,0.20605444292873148,0.97,C:model,False,True,priced,771.08,305.47,771.08,0.0,inf,0.0,402.95,True,201.475,0.0,coverage-too-high,Coverage came back 0.97 but the item is worth about nothing (t < 403).,1800.0,35.0,771.08,305.47,1800.0,0.0,,,5.053896,False
28,2,Vehicle costs (1 pcs),1.0,False,96.2742179911468,54.17688610287527,171.08264642982027,0.34951136485680523,0.11499999999999999,B:memory|C:model,True,True,uncovered-free-option,66.69,0.0,66.69,0.0,inf,0.0,24.28,True,12.14,0.0,ok,Nothing obviously wrong with this item.,150.0,6.67,66.69,0.0,150.0,26.67,,,7.930331,False
28,3,Procurement of a motor pump (1 pcs),1.0,False,319.99999999999994,188.27148973265665,543.8954147832302,0.32245348349096126,0.92,C:model,False,True,priced,225.57,96.0,225.57,49.5,inf,0.0,49.5,True,24.75,0.0,coverage-too-high,Coverage came back 0.92 but the item is worth about nothing (t < 50).,210.0,35.0,225.57,96.0,262.5,35.0,,,12.929293,False
28,4,Submersible pump (1 pcs),1.0,False,265.3299832284321,140.83061557248004,499.8913035622423,0.3850555688999104,0.92,C:model,False,True,priced,179.56,79.6,179.56,49.5,inf,0.0,49.5,True,24.75,0.0,coverage-too-high,Coverage came back 0.92 but the item is worth about nothing (t < 50).,367.5,35.0,179.56,79.6,402.5,35.0,,,10.720403,False
28,5,Water extraction from the flooded basement (1 pcs),1.0,False,434.7413023856831,255.56347415166024,739.5423020734207,0.3229667702790722,0.955,C:model,False,True,priced,306.35,130.42,306.35,49.5,inf,0.0,49.5,True,24.75,0.0,coverage-too-high,Coverage came back 0.95 but the item is worth about nothing (t < 50).,315.0,35.0,306.35,130.42,1190.0,35.0,,,17.565305,False
28,6,Small electrical materials for the rewiring (1 pcs),1.0,False,84.85281374238568,28.928305429611868,248.89117744967746,0.6541626808989845,0.925,C:model,False,True,priced,47.15,25.46,47.15,0.0,inf,0.0,47.15,True,23.575,0.0,coverage-too-high,Coverage came back 0.93 but the item is worth about nothing (t < 47).,150.0,10.0,47.15,25.46,280.0,35.0,,,3.599271,False
28,7,Renew boiler system including flue gas system and (1 flat rate),1.0,False,4837.354648979127,1985.7189479713272,11784.144993885538,0.541268676111867,0.47500000000000003,C:model,False,True,uncovered-free-option,2933.51,0.0,2000.0,0.0,inf,0.0,49.5,True,24.75,0.0,ok,Nothing obviously wrong with this item.,5425.0,35.0,2933.51,0.0,9100.0,0.0,,,195.448673,False
28,8,Adjust supply pipework to fit the replacement boiler (1 flat rate),1.0,False,581.3776741499455,284.5175063831905,1187.9761083832184,0.4344108217016722,0.465,C:model,False,True,uncovered-free-option,380.52,0.0,380.52,0.0,inf,0.0,49.5,True,24.75,0.0,ok,Nothing obviously wrong with this item.,385.0,35.0,380.52,0.0,840.0,0.0,,,23.490007,False
28,9,Dispose of the old boiler system 1 –,1.0,False,364.6916505762093,179.41556492563993,741.2957736143057,0.4312142837253999,0.495,C:model,False,True,uncovered-free-option,239.22,0.0,239.22,0.0,inf,0.0,49.5,True,24.75,0.0,ok,Nothing obviously wrong with this item.,150.0,26.67,239.22,0.0,490.0,35.0,,,14.735016,False
28,10,Vehicle costs,1.0,True,0.0,0.0,0.0,0.42136606720969316,0.0,A:no-quantity|C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,36.0,True,18.0,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,39.62,0.0,150.0,35.0,,,0.0,False
29,1,Water extraction from the flooded plant room (1 pcs),1.0,False,265.3299832284321,135.6819895632579,518.8603161451879,0.40769631336941636,0.98,C:model,False,True,priced,176.85,79.6,176.85,0.0,inf,0.0,100.0,True,50.0,0.0,coverage-too-high,Coverage came back 0.98 but the item is worth about nothing (t < 100).,315.0,35.0,176.85,79.6,,,,,5.3066,False
29,2,"Renew the water-damaged boiler, flue and storage (1 flat rate)",1.0,False,7138.627319029896,3452.4029741010427,14760.733431840827,0.44161094395742356,0.94,C:model,False,True,priced,4649.21,2141.59,2000.0,100.0,inf,0.0,57.3,True,28.65,0.0,coverage-too-high,Coverage came back 0.94 but the item is worth about nothing (t < 57).,5110.0,35.0,4649.21,2141.59,,,,,249.166748,False
29,3,Dispose of the old boiler system 1 –,1.0,False,364.6916505762093,179.41556492563993,741.295773614306,0.43121428372539994,0.97,C:model,False,True,priced,239.22,109.41,239.22,107.94,181.0,516.03,,False,516.03,5837.655,charge-far-below-t,Charged 239 against t >= 516; the difference was forfeited from every opponent.,245.0,35.0,239.22,109.41,,,0.463578,0.212023,0.706726,False
29,4,Vehicle costs (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.08,B:memory|C:model,True,True,uncovered-free-option,39.62,0.0,39.62,0.0,24.28,80.23,85.5,True,82.86500000000001,854.025,coverage-too-low,"Coverage came back 0.08 so the Limit collapsed, but the item is worth at least 80.",150.0,35.0,39.62,0.0,,,0.49383,0.0,0.0,False
30,1,"Disassembly/reassembly, construction dryer for the (1 flat rate)",1.0,False,721.1102550927981,365.621178642613,1422.2370868408839,0.4128840601355999,0.98,C:model,False,True,priced,478.96,216.33,478.96,162.0,323.0,432.0,478.96,True,455.48,2315.6549999999997,ok,Nothing obviously wrong with this item.,437.5,35.0,478.96,216.33,,,1.108704,0.500764,1.583188,False
30,2,Construction waste disposal (1 flat rate),1.0,False,82.63016353134867,46.498897126450814,146.83668532287564,0.34951136485680523,0.9199999999999999,B:memory|C:model,True,True,priced,57.24,24.79,57.24,0.0,41.44,57.3,72.56,True,64.93,360.135,ok,Nothing obviously wrong with this item.,150.0,35.0,57.24,24.79,,,0.998953,0.432635,1.272604,False
30,3,"Wall preparation, rough repair and mounting opening (1 flat rate)",1.0,False,349.9999999999999,172.74525869929758,709.1366844009249,0.42924932415602146,0.965,C:model,False,True,priced,229.89,105.0,229.89,100.0,205.0,378.0,404.14,True,391.07,5122.335,ok,Nothing obviously wrong with this item.,245.0,0.0,229.89,105.0,,,0.608175,0.277778,0.89498,False
30,4,Standard wall tiling incl. standard silicone sealant (1 flat rate),1.0,False,269.8147512646406,123.49562918440431,589.4945471413774,0.47509413548330603,0.935,C:model,False,True,priced,171.66,80.94,171.66,57.3,100.0,449.99,,False,449.99,5101.305,charge-far-below-t,Charged 172 against t >= 450; the difference was forfeited from every opponent.,175.0,35.0,171.66,80.94,,,0.381475,0.179871,0.599602,False
30,5,Vehicle costs (1 flat rate),1.0,False,76.09602965040077,42.82191034394995,135.2253013012249,0.34951136485680523,0.4,B:memory|C:model,True,True,uncovered-free-option,52.71,0.0,52.71,0.0,40.5,100.0,,False,100.0,1463.6399999999999,coverage-too-low,"Coverage came back 0.40 so the Limit collapsed, but the item is worth at least 100.",150.0,25.29,52.71,0.0,,,0.5271,0.0,0.76096,False
31,1,Leak detection call-out and pinpointing of the sink (1 pcs),1.0,False,180.0,120.04118758114569,269.9073597393243,0.24627473383293091,0.98,C:model,False,True,priced,133.05,81.0,133.05,49.5,137.21,432.0,,False,432.0,4677.945,charge-far-below-t,Charged 133 against t >= 432; the difference was forfeited from every opponent.,210.0,35.0,133.05,81.0,175.0,35.0,0.307986,0.1875,0.416667,False
31,2,Moisture measurement of the kitchen floor and wall (1 pcs),1.0,False,158.7450786638754,90.07978737152652,279.7519924871126,0.34444001994017487,0.96,C:model,False,True,priced,110.33,71.44,110.33,49.5,80.0,154.68,,False,154.68,2182.92,ok,Nothing obviously wrong with this item.,154.0,35.0,110.33,71.44,150.0,35.0,0.713279,0.461857,1.026281,False
31,3,Service technician hours (14 hrs),14.0,False,982.1577703938716,552.6946961706386,1745.3286464092296,0.3495113648568051,0.925,B:memory|C:model,True,True,priced,680.36,441.97,680.36,0.0,481.24,576.0,680.36,True,628.1800000000001,3179.295,ok,Nothing obviously wrong with this item.,2100.0,0.0,680.36,441.97,2100.0,0.0,1.181181,0.767309,1.563497,False
31,4,Vehicle costs (1 pcs),1.0,False,56.5386659605383,31.816294435487087,100.47118325105461,0.34951136485680523,0.35,B:memory|C:model,True,True,uncovered-free-option,39.17,0.0,39.17,0.0,24.28,24.28,36.0,True,30.14,36.42,coverage-too-low,"Coverage came back 0.35 so the Limit collapsed, but the item is worth at least 24.",150.0,35.0,39.17,0.0,150.0,35.0,1.613262,0.0,1.875868,False
31,5,Freeing the affected pipe run beneath the kitchen sink1 pcs,1.0,False,169.70562748477138,91.34568913102794,315.2858145137943,0.3765436121795709,0.91,C:model,False,True,priced,115.49,76.37,115.49,49.5,99.0,115.49,147.83,True,131.66,310.5,ok,Nothing obviously wrong with this item.,210.0,35.0,115.49,76.37,150.0,35.0,1.0,0.661269,1.288969,False
31,6,Removal and disposal of damaged insulation (2 pcs),2.0,False,34.0812415461412,19.178712432228384,60.56355604845274,0.34951136485680523,0.91,B:memory|C:model,True,True,priced,23.61,15.34,23.61,0.0,16.0,146.66,,False,146.66,1408.5,charge-far-below-t,Charged 24 against t >= 147; the difference was forfeited from every opponent.,300.0,35.0,23.61,15.34,300.0,35.0,0.160985,0.104596,0.232383,False
31,7,Repair of the confirmed leak (1 pcs),1.0,False,366.60605559646694,201.6034102056881,666.6553897222111,0.36351696156755603,0.96,C:model,False,True,priced,251.64,164.97,251.64,144.0,inf,114.0,144.0,True,129.0,0.0,charge-above-t,"Charged 252 against t < 144, so every opponent owed us nothing.",304.5,35.0,251.64,164.97,192.5,35.0,2.207368,1.447105,2.841907,False
31,8,Replacement copper pipe section and standard (1 flat rate),1.0,False,105.83005244258368,39.93214324415686,280.4758044545698,0.5924941847852179,0.905,C:model,False,True,priced,61.74,47.62,61.74,0.0,49.0,61.74,144.53,True,103.135,317.53499999999997,ok,Nothing obviously wrong with this item.,150.0,35.0,61.74,47.62,315.0,35.0,1.0,0.771299,1.026131,False
31,9,Room drying line item for the roof space (Dachstuhl)1 pcs,1.0,False,0.0,0.0,0.0,0.42136606720969316,0.18,C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,39.62,True,19.81,0.0,ok,Nothing obviously wrong with this item.,350.0,35.0,39.62,0.0,150.0,0.0,,,0.0,False
31,10,Condensation dryer (kitchen) (1 pcs),1.0,False,148.87648369463486,83.77802976558588,264.5587089991872,0.34951136485680523,0.9299999999999999,B:memory|C:model,True,True,priced,103.13,66.99,103.13,52.73,inf,52.73,90.69,True,71.71,0.0,charge-above-t,"Charged 103 against t < 91, so every opponent owed us nothing.",150.0,35.0,103.13,66.99,175.0,35.0,1.955813,1.270434,2.076091,False
31,11,Room drying of the kitchen floor and wall base (1 pcs),1.0,False,636.8673331236266,339.6125466838559,1194.3021656899266,0.3822224719746038,0.96,C:model,False,True,priced,431.8,286.59,431.8,265.85,inf,49.5,193.35,True,121.425,0.0,charge-above-t,"Charged 432 against t < 193, so every opponent owed us nothing.",350.0,35.0,431.8,286.59,595.0,35.0,8.723232,5.789697,5.244944,False
31,12,Drying fan (roof space) (2 pcs),2.0,False,0.0,0.0,0.0,0.42136606720969316,0.2,B:memory|C:model,True,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,39.62,True,19.81,0.0,ok,Nothing obviously wrong with this item.,300.0,35.0,39.62,0.0,300.0,0.0,,,0.0,False
31,13,Final site cleaning of the covered work area (1 pcs),1.0,False,90.0,42.42640687119285,190.91883092036787,0.4571663819988675,0.45,C:model,False,True,uncovered-free-option,57.98,0.0,57.98,0.0,42.0,78.46,86.64,True,82.55,471.09,coverage-too-low,"Coverage came back 0.45 so the Limit collapsed, but the item is worth at least 78.",150.0,35.0,57.98,0.0,150.0,33.33,0.738975,0.0,1.090248,False
31,14,Vehicle costs (1 pcs),1.0,False,52.41568253814028,29.49614675794541,93.14449777068026,0.34951136485680523,0.275,B:memory|C:model,True,True,uncovered-free-option,36.31,0.0,36.31,0.0,24.28,81.0,,False,81.0,826.26,coverage-too-low,"Coverage came back 0.28 so the Limit collapsed, but the item is worth at least 81.",150.0,35.0,36.31,0.0,150.0,35.0,0.448272,0.0,0.647107,False
31,15,Cleaning of entire apartment,1.0,True,0.0,0.0,0.0,0.42136606720969316,0.0,A:no-quantity|C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,39.62,True,19.81,0.0,ok,Nothing obviously wrong with this item.,164.5,35.0,39.62,0.0,385.0,35.0,,,0.0,False
31,16,"Removal, transport and disposal of the water-damaged (3 pcs)",3.0,False,243.34213203652348,136.93717016310535,432.42746402273093,0.34951136485680523,0.865,B:memory|C:model,True,True,priced,168.57,109.5,168.57,108.0,121.3,139.1,158.52,True,148.81,1176.45,charge-above-t,"Charged 169 against t < 159, so every opponent owed us nothing.",150.0,0.0,168.57,109.5,245.0,0.0,1.211862,0.787203,1.635254,False
31,17,Delivery and assembly of the replacement table (1 flat rate),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.3,B:memory|C:model,True,True,uncovered-free-option,39.62,0.0,39.62,0.0,49.5,315.0,,False,315.0,2489.8050000000003,coverage-too-low,"Coverage came back 0.30 so the Limit collapsed, but the item is worth at least 315.",150.0,0.0,39.62,0.0,350.0,0.0,0.125778,0.0,0.0,False
31,18,Inspection of further furniture items stored in the (1 pcs),1.0,False,159.99999999999994,85.52359741197577,299.3325909419152,0.38077901777974715,0.425,C:model,False,True,uncovered-free-option,108.58,0.0,,0.0,inf,0.0,19.0,True,9.5,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,108.58,0.0,150.0,0.0,,,16.842105,False
32,1,Speaker system (1 pcs),1.0,False,459.06900238188666,258.33426201074036,815.7816439351698,0.34951136485680523,0.98,B:memory|C:model,True,True,priced,318.01,206.58,318.01,171.03,inf,171.03,278.5,True,224.765,0.0,charge-above-t,"Charged 318 against t < 278, so every opponent owed us nothing.",542.5,35.0,318.01,206.58,735.0,35.0,1.859381,1.207858,2.04244,False
32,2,Shipping (1 pcs),1.0,False,35.0,10.0,80.0,0.6320491008145397,0.02,C:model,False,True,uncovered-free-option,19.8,0.0,19.8,0.0,inf,0.0,13.49,True,6.745,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,19.8,0.0,150.0,0.0,,,5.189029,False
32,3,Installation (1 pcs),1.0,False,330.07919999231535,185.7471667498386,586.5622618852763,0.34951136485680523,0.02,B:memory|C:model,True,True,uncovered-free-option,228.65,0.0,228.65,0.0,inf,0.0,46.04,True,23.02,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,228.65,0.0,150.0,0.0,,,14.338801,False
32,4,TV set (1 pcs),1.0,False,646.96484571172,364.0698568116265,1149.6791172232608,0.34951136485680523,0.98,B:memory|C:model,True,True,priced,448.17,291.13,448.17,0.0,304.05,513.01,536.23,True,524.62,3302.85,ok,Nothing obviously wrong with this item.,735.0,35.0,448.17,291.13,595.0,35.0,0.873609,0.567494,1.233207,False
32,5,Property and liability damage to electronics (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.05,C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,39.62,True,19.81,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,39.62,0.0,402.5,0.0,,,0.0,False
32,6,Property and liability damage to electronics - service (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.0,C:model,False,True,uncovered-free-option,39.62,0.0,39.62,0.0,inf,0.0,32.13,True,16.065,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,39.62,0.0,150.0,0.0,,,0.0,False
32,7,Vehicle costs (1 pcs),1.0,False,0.0,0.0,0.0,0.42136606720969316,0.05,B:memory|C:model,True,True,uncovered-free-option,39.62,0.0,,0.0,inf,0.0,20.0,True,10.0,0.0,ok,Nothing obviously wrong with this item.,150.0,0.0,39.62,0.0,150.0,13.33,,,0.0,False
33,1,Damage assessment and inspection (1 flat rate),1.0,False,354.96478698597673,183.4954123565518,686.6656685409004,0.40111180946288183,0.975,C:model,False,True,priced,237.65,159.73,237.65,137.0,173.35,535.5,,False,535.5,5591.16,charge-far-below-t,Charged 238 against t >= 536; the difference was forfeited from every opponent.,315.0,0.0,237.65,159.73,332.5,0.0,0.443791,0.298282,0.662866,False
33,2,Indoor leak detection incl. measurement technician (1 flat rate),1.0,False,561.2486080160911,278.624974975196,1130.5519184992017,0.42571261824511464,0.98,C:model,False,True,priced,369.54,252.56,369.54,50.0,312.38,836.78,,False,836.78,9916.155,charge-far-below-t,Charged 370 against t >= 837; the difference was forfeited from every opponent.,490.0,35.0,369.54,252.56,455.0,35.0,0.441621,0.301824,0.670724,False
33,3,"Floor covering removal incl. linoleum and skirting, (1 flat rate)",1.0,False,1624.807680927191,756.5225347687558,3489.651502326971,0.46468839913830057,0.935,C:model,False,True,priced,1041.32,708.0,1041.32,460.75,inf,0.0,50.0,True,25.0,0.0,coverage-too-high,Coverage came back 0.94 but the item is worth about nothing (t < 50).,2450.0,35.0,1041.32,708.0,2695.0,35.0,,,64.992307,False
33,4,Catering for work crew (3 pcs),3.0,False,0.0,0.0,0.0,0.42136606720969316,0.08,C:model,False,True,uncovered-free-option,39.62,0.0,,0.0,inf,0.0,,False,0.0,0.0,ok,Nothing obviously wrong with this item.,150.0,4.89,39.62,0.0,450.0,15.0,,,,False
33,5,"Technical drying (large-area, cavity and borehole) incl. (1 flat rate)",1.0,False,3666.0605559646738,2002.897729025629,6710.277716745085,0.3674909854505825,0.975,C:model,False,True,priced,2509.89,708.0,2000.0,297.0,inf,0.0,50.0,True,25.0,0.0,coverage-too-high,Coverage came back 0.97 but the item is worth about nothing (t < 50).,8225.0,35.0,2509.89,708.0,2205.0,35.0,,,146.642422,False
33,6,"Electricity for drying equipment (separately metered)2,412.1kWh",1.0,False,0.0,0.0,0.0,0.42136606720969316,0.02,C:model,False,True,uncovered-free-option,39.62,0.0,,0.0,inf,0.0,,False,0.0,0.0,ok,Nothing obviously wrong with this item.,361815.0,0.0,39.62,0.0,361815.0,0.0,,,,False
34,1,Profipress elbow 90° copper 15mm (4 pcs),4.0,False,53.81728404199493,30.28487718464111,95.6351925747816,0.3495113648568051,0.9199999999999999,B:memory|C:model,True,True,priced,37.28,24.22,37.28,24.0,26.96,38.82,43.48,True,41.15,239.20499999999998,ok,Nothing obviously wrong with this item.,600.0,21.85,37.28,24.22,,,0.96033,0.623905,1.307832,False
34,2,Profipress elbow 90° copper 28mm (5 pcs),5.0,False,116.72224788006876,65.68371118476985,207.41950941004757,0.3495113648568053,0.75,B:memory|C:model,True,True,priced,80.86,52.53,80.86,50.68,53.0,92.04,138.84,True,115.44,754.6800000000001,ok,Nothing obviously wrong with this item.,750.0,35.0,80.86,52.53,,,0.878531,0.57073,1.011107,False
34,3,Profipress elbow 45° copper 28mm (1 pcs),1.0,False,24.19379321865353,13.614697755571923,42.99321518668386,0.34951136485680523,0.75,B:memory|C:model,True,True,priced,16.76,10.89,16.76,10.72,11.5,21.04,27.77,True,24.405,138.465,ok,Nothing obviously wrong with this item.,150.0,13.19,16.76,10.89,,,0.796578,0.517586,0.991346,False
34,4,Grub screw (8 pcs),8.0,False,9.930979003124948,5.588510917760167,17.64769639208945,0.34951136485680523,0.9,B:memory|C:model,True,True,priced,6.88,4.47,6.88,3.94,5.5,9.0,18.35,True,13.675,62.565,ok,Nothing obviously wrong with this item.,1200.0,1.0,6.88,4.47,,,0.764444,0.496667,0.726214,False
34,5,Two-screw pipe clamp 10 mm (4 pcs),4.0,False,16.733200530681508,8.674730348570248,32.27766037086662,0.3993802796189125,0.89,C:model,False,True,priced,11.22,7.53,11.22,7.2,7.6,16.93,49.5,True,33.215,173.865,ok,Nothing obviously wrong with this item.,600.0,8.89,11.22,7.53,,,0.662729,0.444773,0.503784,False
34,6,Two-screw pipe clamp 25 mm (4 pcs),4.0,False,127.19725116440642,71.57836368576439,226.03395594245507,0.34951136485680523,0.825,B:memory|C:model,True,True,priced,88.11,57.24,88.11,49.5,inf,18.86,49.5,True,34.18,0.0,charge-above-t,"Charged 88 against t < 50, so every opponent owed us nothing.",600.0,11.04,88.11,57.24,,,4.671792,3.034995,3.721394,False
34,7,Copper pipe 15x1 (6.4 m),6.4,False,96.61864686560388,54.37070833577795,171.69470856419545,0.34951136485680523,0.9450000000000001,B:memory|C:model,True,True,priced,66.93,43.48,66.93,38.4,43.9,115.16,,False,115.16,1411.845,ok,Nothing obviously wrong with this item.,960.0,35.0,66.93,43.48,,,0.581191,0.377562,0.838995,False
34,8,Service technician hours (6.75 hrs),6.75,False,515.9341357876395,290.33427115162567,916.8329712337786,0.34951136485680523,0.955,B:memory|C:model,True,True,priced,357.4,232.17,357.4,0.0,267.3,629.0,,False,629.0,8138.37,ok,Nothing obviously wrong with this item.,1012.5,0.0,357.4,232.17,,,0.568203,0.36911,0.820245,False
34,9,Helper hours (5.75 hrs),5.75,False,337.0003199562508,189.64192420219152,598.8613336865889,0.34951136485680523,0.915,B:memory|C:model,True,True,priced,233.45,151.65,233.45,144.21,212.35,350.69,,False,350.69,5441.025,ok,Nothing obviously wrong with this item.,862.5,35.0,233.45,151.65,,,0.665688,0.432433,0.960964,False
34,10,Rock wool pipe insulation (6 pcs),6.0,False,56.6795479272028,31.895573669545715,100.72153542419214,0.34951136485680523,0.915,B:memory|C:model,True,True,priced,39.26,25.51,39.26,0.0,29.99,68.44,222.36,True,145.4,825.63,ok,Nothing obviously wrong with this item.,900.0,35.0,39.26,25.51,,,0.573641,0.372735,0.389818,False
